sep=,
timestamp, deadSpace, offset, spikeWidth, ratio, X, Y, Z, area, sensor1, sensor2, sensor3, sensor4, sensor5, sensor6, sensor7
2017-07-27T03:17:20+02:00,100,100,95,100,0,0,-68.898,3.75,810, 280, 635, 861, 838, 924, 977
2017-07-27T03:17:22+02:00,100,100,95,100,0,1,-68.898,3.75,845, 278, 598, 879, 856, 924, 959
2017-07-27T03:17:23+02:00,100,100,95,100,0,2,-68.898,3.75,860, 271, 551, 873, 846, 901, 961
2017-07-27T03:17:25+02:00,100,100,95,100,0,3,-68.898,3.75,880, 283, 504, 856, 825, 915, 966
2017-07-27T03:17:26+02:00,100,100,95,100,0,4,-68.898,3.75,903, 272, 475, 840, 847, 908, 956
2017-07-27T03:17:28+02:00,100,100,95,100,0,5,-68.898,3.75,909, 284, 446, 846, 830, 927, 959
2017-07-27T03:17:29+02:00,100,100,95,100,0,6,-68.898,3.75,948, 296, 414, 866, 848, 923, 970
2017-07-27T03:17:30+02:00,100,100,95,100,0,7,-68.898,3.75,921, 311, 389, 868, 864, 927, 970
2017-07-27T03:17:32+02:00,100,100,95,100,0,8,-68.898,3.75,910, 318, 370, 873, 834, 921, 966
2017-07-27T03:17:33+02:00,100,100,95,100,0,9,-68.898,3.75,920, 336, 359, 883, 859, 915, 968
2017-07-27T03:17:35+02:00,100,100,95,100,0,10,-68.898,3.75,933, 350, 334, 870, 841, 922, 971
2017-07-27T03:17:36+02:00,100,100,95,100,0,11,-68.898,3.75,928, 363, 310, 868, 849, 918, 972
2017-07-27T03:17:38+02:00,100,100,95,100,0,12,-68.898,3.75,927, 363, 296, 869, 839, 906, 967
2017-07-27T03:17:39+02:00,100,100,95,100,0,13,-68.898,3.75,945, 383, 280, 864, 831, 916, 954
2017-07-27T03:17:40+02:00,100,100,95,100,0,14,-68.898,3.75,950, 401, 266, 879, 851, 924, 963
2017-07-27T03:17:42+02:00,100,100,95,100,0,15,-68.898,3.75,950, 428, 249, 902, 861, 914, 953
2017-07-27T03:17:43+02:00,100,100,95,100,0,16,-68.898,3.75,932, 438, 245, 841, 838, 905, 957
2017-07-27T03:17:45+02:00,100,100,95,100,0,17,-68.898,3.75,958, 471, 228, 833, 842, 918, 964
2017-07-27T03:17:46+02:00,100,100,95,100,0,18,-68.898,3.75,938, 495, 222, 825, 844, 919, 976
2017-07-27T03:17:48+02:00,100,100,95,100,0,19,-68.898,3.75,953, 510, 214, 814, 855, 905, 963
2017-07-27T03:17:49+02:00,100,100,95,100,0,20,-68.898,3.75,947, 545, 206, 774, 856, 920, 954
2017-07-27T03:17:50+02:00,100,100,95,100,0,21,-68.898,3.75,954, 572, 205, 722, 850, 914, 961
2017-07-27T03:17:52+02:00,100,100,95,100,0,22,-68.898,3.75,935, 566, 194, 683, 860, 912, 965
2017-07-27T03:17:53+02:00,100,100,95,100,0,23,-68.898,3.75,943, 587, 199, 650, 843, 918, 964
2017-07-27T03:17:55+02:00,100,100,95,100,0,24,-68.898,3.75,961, 614, 194, 621, 849, 892, 960
2017-07-27T03:17:56+02:00,100,100,95,100,0,25,-68.898,3.75,947, 640, 182, 577, 866, 918, 962
2017-07-27T03:17:58+02:00,100,100,95,100,0,26,-68.898,3.75,937, 664, 185, 515, 844, 922, 954
2017-07-27T03:17:59+02:00,100,100,95,100,0,27,-68.898,3.75,934, 688, 182, 473, 844, 905, 950
2017-07-27T03:18:00+02:00,100,100,95,100,0,28,-68.898,3.75,941, 727, 187, 430, 857, 911, 974
2017-07-27T03:18:02+02:00,100,100,95,100,0,29,-68.898,3.75,951, 780, 186, 400, 876, 920, 961
2017-07-27T03:18:03+02:00,100,100,95,100,0,30,-68.898,3.75,934, 775, 192, 356, 855, 916, 968
2017-07-27T03:18:05+02:00,100,100,95,100,0,31,-68.898,3.75,935, 803, 204, 344, 872, 912, 961
2017-07-27T03:18:06+02:00,100,100,95,100,0,32,-68.898,3.75,937, 799, 213, 316, 860, 908, 969
2017-07-27T03:18:08+02:00,100,100,95,100,0,33,-68.898,3.75,939, 854, 224, 299, 854, 914, 972
2017-07-27T03:18:09+02:00,100,100,95,100,0,34,-68.898,3.75,945, 837, 237, 278, 858, 908, 962
2017-07-27T03:18:10+02:00,100,100,95,100,0,35,-68.898,3.75,942, 862, 254, 272, 859, 922, 971
2017-07-27T03:18:12+02:00,100,100,95,100,0,36,-68.898,3.75,945, 841, 271, 259, 871, 913, 964
2017-07-27T03:18:13+02:00,100,100,95,100,0,37,-68.898,3.75,941, 865, 304, 239, 853, 922, 961
2017-07-27T03:18:15+02:00,100,100,95,100,0,38,-68.898,3.75,932, 853, 331, 232, 867, 914, 966
2017-07-27T03:18:16+02:00,100,100,95,100,0,39,-68.898,3.75,951, 854, 355, 219, 883, 928, 965
2017-07-27T03:18:17+02:00,100,100,95,100,0,40,-68.898,3.75,957, 872, 400, 218, 816, 920, 961
2017-07-27T03:18:19+02:00,100,100,95,100,0,41,-68.898,3.75,952, 879, 431, 215, 783, 913, 962
2017-07-27T03:18:20+02:00,100,100,95,100,0,42,-68.898,3.75,943, 870, 474, 202, 744, 918, 956
2017-07-27T03:18:22+02:00,100,100,95,100,0,43,-68.898,3.75,939, 873, 513, 202, 706, 901, 967
2017-07-27T03:18:23+02:00,100,100,95,100,0,44,-68.898,3.75,946, 859, 534, 195, 673, 912, 962
2017-07-27T03:18:25+02:00,100,100,95,100,0,45,-68.898,3.75,933, 849, 563, 191, 604, 918, 972
2017-07-27T03:18:26+02:00,100,100,95,100,0,46,-68.898,3.75,943, 857, 565, 188, 543, 922, 978
2017-07-27T03:18:27+02:00,100,100,95,100,0,47,-68.898,3.75,948, 837, 598, 198, 487, 903, 966
2017-07-27T03:18:29+02:00,100,100,95,100,0,48,-68.898,3.75,939, 853, 629, 189, 450, 906, 964
2017-07-27T03:18:30+02:00,100,100,95,100,0,49,-68.898,3.75,951, 839, 673, 188, 405, 910, 978
2017-07-27T03:18:32+02:00,100,100,95,100,0,50,-68.898,3.75,934, 853, 690, 194, 373, 923, 966
2017-07-27T03:18:33+02:00,100,100,95,100,0,51,-68.898,3.75,957, 848, 697, 199, 340, 911, 956
2017-07-27T03:18:34+02:00,100,100,95,100,0,52,-68.898,3.75,933, 850, 741, 199, 310, 909, 967
2017-07-27T03:18:36+02:00,100,100,95,100,0,53,-68.898,3.75,948, 836, 740, 209, 303, 919, 976
2017-07-27T03:18:37+02:00,100,100,95,100,0,54,-68.898,3.75,937, 849, 763, 212, 276, 916, 965
2017-07-27T03:18:39+02:00,100,100,95,100,0,55,-68.898,3.75,953, 843, 784, 227, 257, 914, 962
2017-07-27T03:18:40+02:00,100,100,95,100,0,56,-68.898,3.75,942, 843, 805, 237, 236, 913, 967
2017-07-27T03:18:42+02:00,100,100,95,100,0,57,-68.898,3.75,953, 843, 818, 247, 215, 910, 973
2017-07-27T03:18:43+02:00,100,100,95,100,0,58,-68.898,3.75,943, 855, 833, 260, 211, 920, 972
2017-07-27T03:18:44+02:00,100,100,95,100,0,59,-68.898,3.75,951, 855, 835, 275, 199, 917, 966
2017-07-27T03:18:46+02:00,100,100,95,100,0,60,-68.898,3.75,932, 850, 833, 300, 184, 914, 957
2017-07-27T03:18:47+02:00,100,100,95,100,0,61,-68.898,3.75,952, 831, 836, 309, 167, 922, 965
2017-07-27T03:18:49+02:00,100,100,95,100,0,62,-68.898,3.75,964, 842, 843, 337, 158, 915, 963
2017-07-27T03:18:50+02:00,100,100,95,100,0,63,-68.898,3.75,950, 869, 858, 373, 155, 928, 966
2017-07-27T03:18:52+02:00,100,100,95,100,0,64,-68.898,3.75,945, 859, 862, 398, 137, 929, 979
2017-07-27T03:18:53+02:00,100,100,95,100,0,65,-68.898,3.75,957, 857, 862, 416, 122, 889, 961
2017-07-27T03:18:54+02:00,100,100,95,100,0,66,-68.898,3.75,947, 853, 860, 449, 125, 834, 962
2017-07-27T03:18:56+02:00,100,100,95,100,0,67,-68.898,3.75,946, 864, 857, 493, 122, 848, 984
2017-07-27T03:18:57+02:00,100,100,95,100,0,68,-68.898,3.75,953, 854, 871, 511, 115, 738, 979
2017-07-27T03:18:59+02:00,100,100,95,100,0,69,-68.898,3.75,957, 852, 868, 532, 116, 696, 974
2017-07-27T03:19:00+02:00,100,100,95,100,0,70,-68.898,3.75,942, 845, 870, 565, 119, 711, 990
2017-07-27T03:19:02+02:00,100,100,95,100,-2.5,0,-68.898,3.75,841, 252, 590, 836, 828, 921, 966
2017-07-27T03:19:04+02:00,100,100,95,100,-2.5,1,-68.898,3.75,867, 251, 573, 846, 841, 910, 968
2017-07-27T03:19:05+02:00,100,100,95,100,-2.5,2,-68.898,3.75,880, 238, 529, 844, 834, 911, 970
2017-07-27T03:19:07+02:00,100,100,95,100,-2.5,3,-68.898,3.75,881, 241, 469, 832, 819, 919, 964
2017-07-27T03:19:08+02:00,100,100,95,100,-2.5,4,-68.898,3.75,906, 248, 455, 845, 842, 919, 963
2017-07-27T03:19:10+02:00,100,100,95,100,-2.5,5,-68.898,3.75,908, 250, 416, 825, 828, 911, 970
2017-07-27T03:19:11+02:00,100,100,95,100,-2.5,6,-68.898,3.75,926, 259, 390, 831, 844, 906, 951
2017-07-27T03:19:12+02:00,100,100,95,100,-2.5,7,-68.898,3.75,930, 258, 369, 832, 845, 920, 976
2017-07-27T03:19:14+02:00,100,100,95,100,-2.5,8,-68.898,3.75,937, 271, 359, 850, 840, 911, 976
2017-07-27T03:19:15+02:00,100,100,95,100,-2.5,9,-68.898,3.75,926, 289, 340, 856, 872, 910, 977
2017-07-27T03:19:17+02:00,100,100,95,100,-2.5,10,-68.898,3.75,939, 312, 321, 853, 845, 905, 957
2017-07-27T03:19:18+02:00,100,100,95,100,-2.5,11,-68.898,3.75,940, 302, 290, 852, 836, 911, 980
2017-07-27T03:19:19+02:00,100,100,95,100,-2.5,12,-68.898,3.75,932, 329, 266, 869, 837, 915, 981
2017-07-27T03:19:21+02:00,100,100,95,100,-2.5,13,-68.898,3.75,931, 345, 257, 885, 857, 910, 976
2017-07-27T03:19:22+02:00,100,100,95,100,-2.5,14,-68.898,3.75,930, 354, 242, 874, 843, 919, 966
2017-07-27T03:19:24+02:00,100,100,95,100,-2.5,15,-68.898,3.75,931, 367, 217, 844, 835, 914, 983
2017-07-27T03:19:25+02:00,100,100,95,100,-2.5,16,-68.898,3.75,941, 398, 207, 847, 843, 919, 979
2017-07-27T03:19:27+02:00,100,100,95,100,-2.5,17,-68.898,3.75,935, 418, 203, 825, 833, 905, 989
2017-07-27T03:19:28+02:00,100,100,95,100,-2.5,18,-68.898,3.75,936, 440, 191, 794, 838, 908, 967
2017-07-27T03:19:29+02:00,100,100,95,100,-2.5,19,-68.898,3.75,965, 454, 184, 763, 845, 907, 971
2017-07-27T03:19:31+02:00,100,100,95,100,-2.5,20,-68.898,3.75,960, 502, 173, 753, 830, 907, 986
2017-07-27T03:19:32+02:00,100,100,95,100,-2.5,21,-68.898,3.75,939, 519, 175, 720, 853, 908, 973
