sep=,
timestamp, deadSpace, offset, spikeWidth, ratio, X, Y, Z, area, sensor1, sensor2, sensor3, sensor4, sensor5, sensor6, sensor7
2017-07-29T22:55:12+02:00,100,100,35,85,0,0,-46.802,2.5,328, 249, 890, 953, 956, 952, 974
2017-07-29T22:55:14+02:00,100,100,35,85,0,1,-46.802,2.5,376, 253, 895, 953, 976, 967, 976
2017-07-29T22:55:15+02:00,100,100,35,85,0,2,-46.796,2.5,412, 255, 874, 958, 969, 959, 980
2017-07-29T22:55:16+02:00,100,100,35,85,0,3,-46.802,2.5,525, 248, 862, 953, 961, 966, 976
2017-07-29T22:55:18+02:00,100,100,35,85,0,4,-46.802,2.5,661, 256, 813, 945, 955, 948, 965
2017-07-29T22:55:19+02:00,100,100,35,85,0,5,-46.796,2.5,744, 258, 792, 959, 983, 954, 970
2017-07-29T22:55:21+02:00,100,100,35,85,0,6,-46.802,2.5,823, 255, 744, 942, 969, 958, 968
2017-07-29T22:55:22+02:00,100,100,35,85,0,7,-46.802,2.5,888, 254, 691, 946, 959, 951, 972
2017-07-29T22:55:23+02:00,100,100,35,85,0,8,-46.796,2.5,909, 259, 654, 956, 962, 961, 971
2017-07-29T22:55:25+02:00,100,100,35,85,0,9,-46.802,2.5,945, 250, 621, 942, 965, 960, 972
2017-07-29T22:55:26+02:00,100,100,35,85,0,10,-46.802,2.5,946, 252, 568, 942, 959, 942, 981
2017-07-29T22:55:28+02:00,100,100,35,85,0,11,-46.796,2.5,959, 259, 554, 939, 950, 965, 969
2017-07-29T22:55:29+02:00,100,100,35,85,0,12,-46.802,2.5,945, 256, 520, 944, 956, 956, 966
2017-07-29T22:55:30+02:00,100,100,35,85,0,13,-46.802,2.5,962, 256, 511, 949, 949, 950, 967
2017-07-29T22:55:32+02:00,100,100,35,85,0,14,-46.796,2.5,961, 259, 472, 936, 962, 962, 970
2017-07-29T22:55:33+02:00,100,100,35,85,0,15,-46.802,2.5,961, 256, 444, 939, 952, 948, 963
2017-07-29T22:55:35+02:00,100,100,35,85,0,16,-46.802,2.5,950, 279, 418, 943, 970, 954, 971
2017-07-29T22:55:36+02:00,100,100,35,85,0,17,-46.796,2.5,960, 310, 403, 935, 954, 956, 962
2017-07-29T22:55:38+02:00,100,100,35,85,0,18,-46.802,2.5,954, 341, 382, 946, 970, 959, 967
2017-07-29T22:55:39+02:00,100,100,35,85,0,19,-46.802,2.5,950, 349, 380, 964, 961, 958, 968
2017-07-29T22:55:40+02:00,100,100,35,85,0,20,-46.796,2.5,948, 367, 372, 951, 970, 959, 969
2017-07-29T22:55:42+02:00,100,100,35,85,0,21,-46.802,2.5,971, 409, 368, 952, 955, 955, 970
