X,Y,Z,strip1,strip2,strip3,strip4,strip5,strip6,strip7
0,0.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.0,0,0.5912,0.9677,0.6700,0.0055,0.0395,0.0320,0.0131
1,0.0,0,0.5732,0.9668,0.7265,0.0000,0.0356,0.0349,0.0121
2,0.0,0,0.5259,0.9666,0.7647,0.0050,0.0359,0.0295,0.0109
3,0.0,0,0.4485,0.9676,0.7863,0.0015,0.0233,0.0238,0.0027
4,0.0,0,0.3828,0.9649,0.8183,0.0108,0.0566,0.0308,0.0245
5,0.0,0,0.3445,0.9635,0.8390,0.0122,0.0381,0.0338,0.0178
6,0.0,0,0.2789,0.9586,0.8480,0.0271,0.0373,0.0450,0.0138
7,0.0,0,0.1931,0.9578,0.8623,0.0097,0.0274,0.0408,0.0021
8,0.0,0,0.1053,0.9596,0.8704,0.0218,0.0377,0.0411,0.0124
9,0.0,0,0.0551,0.9533,0.8894,0.0207,0.0265,0.0353,0.0029
10,0.0,0,0.0105,0.9476,0.8972,0.0284,0.0414,0.0433,0.0146
11,0.0,0,0.0095,0.9458,0.9063,0.0129,0.0310,0.0337,0.0000
12,0.0,0,0.0075,0.9427,0.9166,0.0321,0.0323,0.0342,0.0000
13,0.0,0,0.0000,0.9365,0.9201,0.0360,0.0199,0.0304,0.0000
14,0.0,0,0.0000,0.9262,0.9296,0.0278,0.0229,0.0317,0.0068
15,0.0,0,0.0000,0.9246,0.9330,0.0226,0.0282,0.0251,0.0071
16,0.0,0,0.0000,0.9149,0.9424,0.0248,0.0358,0.0290,0.0112
17,0.0,0,0.0000,0.9059,0.9458,0.0251,0.0135,0.0237,0.0038
18,0.0,0,0.0000,0.8913,0.9493,0.0173,0.0170,0.0180,0.0077
19,0.0,0,0.0000,0.8711,0.9488,0.0230,0.0000,0.0133,0.0052
20,0.0,0,0.0000,0.8549,0.9557,0.1348,0.0087,0.0194,0.0000
