DigitWidth, DigitHeight, TouchSize, Pressure, Method, Error
35, 55, 1.25, 0, NAIVE, 5.9604645E-8
35, 55, 1.25, 0, NAIVE, 2.9802322E-8
35, 55, 1.25, 0, NAIVE, 1.1920929E-7
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 4.7683716E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.047196
35, 55, 1.25, 0, NAIVE, 11.283836
35, 55, 1.25, 0, NAIVE, 6.743383
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 4.7683716E-7
35, 55, 1.25, 0, NAIVE, 4.7683716E-7
35, 55, 1.25, 0, NAIVE, 2.3841858E-7
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 2.3841858E-7
35, 55, 1.25, 0, NAIVE, 4.7683716E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.047195
35, 55, 1.25, 0, NAIVE, 6.7433825
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 2.3841858E-7
35, 55, 1.25, 0, NAIVE, 2.3841858E-7
35, 55, 1.25, 0, NAIVE, 1.1920929E-7
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 8.940697E-8
35, 55, 1.25, 0, NAIVE, 2.3841858E-7
35, 55, 1.25, 0, NAIVE, 2.3841858E-7
35, 55, 1.25, 0, NAIVE, 2.3841858E-7
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 10.446804
35, 55, 1.25, 0, NAIVE, 9.047195
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 9.536743E-7
35, 55, 1.25, 0, NAIVE, 0.0
35, 55, 1.25, 0, NAIVE, 4.7683716E-7
35, 55, 1.25, 0, NAIVE, 4.7683716E-7
35, 55, 1.25, 0, NAIVE, 4.7683716E-7
35, 55, 1.25, 0, NAIVE, 2.3841858E-7
35, 55, 1.25, 0, NAIVE, 2.3841858E-7
35, 55, 1.25, 0, LINEAR, 0.3407344
35, 55, 1.25, 0, LINEAR, 0.3927977
35, 55, 1.25, 0, LINEAR, 0.46808884
35, 55, 1.25, 0, LINEAR, 0.5148387
35, 55, 1.25, 0, LINEAR, 0.5112981
35, 55, 1.25, 0, LINEAR, 0.6624309
35, 55, 1.25, 0, LINEAR, 0.5481523
35, 55, 1.25, 0, LINEAR, 0.5886302
35, 55, 1.25, 0, LINEAR, 0.6545972
35, 55, 1.25, 0, LINEAR, 0.8293403
35, 55, 1.25, 0, LINEAR, 2.8810775
35, 55, 1.25, 0, LINEAR, 3.3727856
35, 55, 1.25, 0, LINEAR, 1.9294314
35, 55, 1.25, 0, LINEAR, 0.3144594
35, 55, 1.25, 0, LINEAR, 0.3775201
35, 55, 1.25, 0, LINEAR, 0.35019854
35, 55, 1.25, 0, LINEAR, 0.3902875
35, 55, 1.25, 0, LINEAR, 0.367112
35, 55, 1.25, 0, LINEAR, 0.33091497
35, 55, 1.25, 0, LINEAR, 0.4331231
35, 55, 1.25, 0, LINEAR, 0.46723977
35, 55, 1.25, 0, LINEAR, 0.25401005
35, 55, 1.25, 0, LINEAR, 0.11375091
35, 55, 1.25, 0, LINEAR, 0.17951934
35, 55, 1.25, 0, LINEAR, 0.28900206
35, 55, 1.25, 0, LINEAR, 0.4792472
35, 55, 1.25, 0, LINEAR, 0.41282654
35, 55, 1.25, 0, LINEAR, 0.43987364
35, 55, 1.25, 0, LINEAR, 0.65917516
35, 55, 1.25, 0, LINEAR, 0.70804024
35, 55, 1.25, 0, LINEAR, 0.6356117
35, 55, 1.25, 0, LINEAR, 0.73115224
35, 55, 1.25, 0, LINEAR, 0.56733567
35, 55, 1.25, 0, LINEAR, 0.56186515
35, 55, 1.25, 0, LINEAR, 0.45430326
35, 55, 1.25, 0, LINEAR, 0.5636978
35, 55, 1.25, 0, LINEAR, 2.777586
35, 55, 1.25, 0, LINEAR, 2.0610325
35, 55, 1.25, 0, LINEAR, 0.31458306
35, 55, 1.25, 0, LINEAR, 0.40652105
35, 55, 1.25, 0, LINEAR, 0.39130792
35, 55, 1.25, 0, LINEAR, 0.37025404
35, 55, 1.25, 0, LINEAR, 0.28322944
35, 55, 1.25, 0, LINEAR, 0.36965352
35, 55, 1.25, 0, LINEAR, 0.3754697
35, 55, 1.25, 0, LINEAR, 0.33880076
35, 55, 1.25, 0, LINEAR, 0.123049475
35, 55, 1.25, 0, LINEAR, 0.16915716
35, 55, 1.25, 0, LINEAR, 0.16382088
35, 55, 1.25, 0, LINEAR, 0.27013165
35, 55, 1.25, 0, LINEAR, 0.361925
35, 55, 1.25, 0, LINEAR, 0.57937056
35, 55, 1.25, 0, LINEAR, 0.5883648
35, 55, 1.25, 0, LINEAR, 0.83752126
35, 55, 1.25, 0, LINEAR, 0.90437406
35, 55, 1.25, 0, LINEAR, 0.94751185
35, 55, 1.25, 0, LINEAR, 0.89263815
35, 55, 1.25, 0, LINEAR, 0.8688089
35, 55, 1.25, 0, LINEAR, 0.8095128
35, 55, 1.25, 0, LINEAR, 0.635027
35, 55, 1.25, 0, LINEAR, 3.1030521
35, 55, 1.25, 0, LINEAR, 2.6848433
35, 55, 1.25, 0, LINEAR, 0.21325146
35, 55, 1.25, 0, LINEAR, 0.24032186
35, 55, 1.25, 0, LINEAR, 0.30499467
35, 55, 1.25, 0, LINEAR, 0.34929118
35, 55, 1.25, 0, LINEAR, 0.43663907
35, 55, 1.25, 0, LINEAR, 0.46169192
35, 55, 1.25, 0, LINEAR, 0.36917847
35, 55, 1.25, 0, LINEAR, 0.31528428
35, 55, 1.25, 0, GAUSSIAN, 0.39799893
35, 55, 1.25, 0, GAUSSIAN, 0.37948567
35, 55, 1.25, 0, GAUSSIAN, 0.3252582
35, 55, 1.25, 0, GAUSSIAN, 0.2680894
35, 55, 1.25, 0, GAUSSIAN, 0.2184715
35, 55, 1.25, 0, GAUSSIAN, 0.2482357
35, 55, 1.25, 0, GAUSSIAN, 0.1789816
35, 55, 1.25, 0, GAUSSIAN, 0.17429762
35, 55, 1.25, 0, GAUSSIAN, 0.2203081
35, 55, 1.25, 0, GAUSSIAN, 0.21163858
35, 55, 1.25, 0, GAUSSIAN, 0.2667794
35, 55, 1.25, 0, GAUSSIAN, 0.42505097
35, 55, 1.25, 0, GAUSSIAN, 0.58933926
35, 55, 1.25, 0, GAUSSIAN, 0.38959652
35, 55, 1.25, 0, GAUSSIAN, 0.7533037
35, 55, 1.25, 0, GAUSSIAN, 0.6685574
35, 55, 1.25, 0, GAUSSIAN, 0.8989991
35, 55, 1.25, 0, GAUSSIAN, 1.0096065
35, 55, 1.25, 0, GAUSSIAN, 0.85978526
35, 55, 1.25, 0, GAUSSIAN, 1.0820898
35, 55, 1.25, 0, GAUSSIAN, 1.1032729
35, 55, 1.25, 0, GAUSSIAN, 1.297489
35, 55, 1.25, 0, GAUSSIAN, 0.8541403
35, 55, 1.25, 0, GAUSSIAN, 2.748041
35, 55, 1.25, 0, GAUSSIAN, 2.875944
35, 55, 1.25, 0, GAUSSIAN, 2.2164867
35, 55, 1.25, 0, GAUSSIAN, 0.84056574
35, 55, 1.25, 0, GAUSSIAN, 1.1674243
35, 55, 1.25, 0, GAUSSIAN, 0.78415155
35, 55, 1.25, 0, GAUSSIAN, 1.0388356
35, 55, 1.25, 0, GAUSSIAN, 0.75767344
35, 55, 1.25, 0, GAUSSIAN, 0.7582735
35, 55, 1.25, 0, GAUSSIAN, 0.43255222
35, 55, 1.25, 0, GAUSSIAN, 0.6316407
35, 55, 1.25, 0, GAUSSIAN, 0.30190805
35, 55, 1.25, 0, GAUSSIAN, 0.21484876
35, 55, 1.25, 0, GAUSSIAN, 0.3089113
35, 55, 1.25, 0, GAUSSIAN, 0.55735654
35, 55, 1.25, 0, GAUSSIAN, 0.50029415
35, 55, 1.25, 0, GAUSSIAN, 0.80192715
35, 55, 1.25, 0, GAUSSIAN, 0.7193613
35, 55, 1.25, 0, GAUSSIAN, 0.9979633
35, 55, 1.25, 0, GAUSSIAN, 0.7404439
35, 55, 1.25, 0, GAUSSIAN, 1.8293182
35, 55, 1.25, 0, GAUSSIAN, 1.5852377
35, 55, 1.25, 0, GAUSSIAN, 2.8924382
35, 55, 1.25, 0, GAUSSIAN, 3.02713
35, 55, 1.25, 0, GAUSSIAN, 2.4524899
35, 55, 1.25, 0, GAUSSIAN, 2.2885313
35, 55, 1.25, 0, GAUSSIAN, 0.91456527
35, 55, 1.25, 0, GAUSSIAN, 1.1928445
35, 55, 1.25, 0, GAUSSIAN, 0.69007075
35, 55, 1.25, 0, GAUSSIAN, 0.2839052
35, 55, 1.25, 0, GAUSSIAN, 0.37647954
35, 55, 1.25, 0, GAUSSIAN, 0.3401999
35, 55, 1.25, 0, GAUSSIAN, 0.32330948
35, 55, 1.25, 0, GAUSSIAN, 0.23065053
35, 55, 1.25, 0, GAUSSIAN, 0.24777395
35, 55, 1.25, 0, GAUSSIAN, 0.21558496
35, 55, 1.25, 0, GAUSSIAN, 0.15593076
35, 55, 1.25, 0, GAUSSIAN, 0.18267442
35, 55, 1.25, 0, GAUSSIAN, 0.20117944
35, 55, 1.25, 0, GAUSSIAN, 0.19214956
35, 55, 1.25, 0, GAUSSIAN, 0.20765617
35, 55, 1.25, 0, GAUSSIAN, 0.53404117
35, 55, 1.25, 0, GAUSSIAN, 0.37143987
35, 55, 1.25, 0, GAUSSIAN, 0.8404824
35, 55, 1.25, 0, GAUSSIAN, 0.4459223
35, 55, 1.25, 0, GAUSSIAN, 0.75932676
35, 55, 1.25, 0, GAUSSIAN, 1.3015122
35, 55, 1.25, 0, CUBIC, 0.08530847
35, 55, 1.25, 0, CUBIC, 0.10807057
35, 55, 1.25, 0, CUBIC, 0.15129085
35, 55, 1.25, 0, CUBIC, 0.21313414
35, 55, 1.25, 0, CUBIC, 0.27844146
35, 55, 1.25, 0, CUBIC, 0.4651139
35, 55, 1.25, 0, CUBIC, 0.5308206
35, 55, 1.25, 0, CUBIC, 0.75521475
35, 55, 1.25, 0, CUBIC, 1.1535244
35, 55, 1.25, 0, CUBIC, 1.8737689
35, 55, 1.25, 0, CUBIC, 2.2747436
35, 55, 1.25, 0, CUBIC, 2.4171207
35, 55, 1.25, 0, CUBIC, 2.0945911
35, 55, 1.25, 0, CUBIC, 1.6217864
35, 55, 1.25, 0, CUBIC, 1.2123908
35, 55, 1.25, 0, CUBIC, 0.7828411
35, 55, 1.25, 0, CUBIC, 0.56040204
35, 55, 1.25, 0, CUBIC, 0.38897598
35, 55, 1.25, 0, CUBIC, 0.2650514
35, 55, 1.25, 0, CUBIC, 0.23674677
35, 55, 1.25, 0, CUBIC, 0.16626257
35, 55, 1.25, 0, CUBIC, 0.06894761
35, 55, 1.25, 0, CUBIC, 0.029671319
35, 55, 1.25, 0, CUBIC, 0.03830544
35, 55, 1.25, 0, CUBIC, 0.05834562
35, 55, 1.25, 0, CUBIC, 0.107797585
35, 55, 1.25, 0, CUBIC, 0.102782264
35, 55, 1.25, 0, CUBIC, 0.15031812
35, 55, 1.25, 0, CUBIC, 0.28777006
35, 55, 1.25, 0, CUBIC, 0.4036377
35, 55, 1.25, 0, CUBIC, 0.44906452
35, 55, 1.25, 0, CUBIC, 0.65585023
35, 55, 1.25, 0, CUBIC, 0.6238377
35, 55, 1.25, 0, CUBIC, 0.7761405
35, 55, 1.25, 0, CUBIC, 0.8083296
35, 55, 1.25, 0, CUBIC, 1.246263
35, 55, 1.25, 0, CUBIC, 2.0024076
35, 55, 1.25, 0, CUBIC, 2.1754231
35, 55, 1.25, 0, CUBIC, 1.7428432
35, 55, 1.25, 0, CUBIC, 1.1677601
35, 55, 1.25, 0, CUBIC, 0.7165731
35, 55, 1.25, 0, CUBIC, 0.4401527
35, 55, 1.25, 0, CUBIC, 0.21749485
35, 55, 1.25, 0, CUBIC, 0.16679087
35, 55, 1.25, 0, CUBIC, 0.115929745
35, 55, 1.25, 0, CUBIC, 0.079614885
35, 55, 1.25, 0, CUBIC, 0.02653878
35, 55, 1.25, 0, CUBIC, 0.03674228
35, 55, 1.25, 0, CUBIC, 0.03906487
35, 55, 1.25, 0, CUBIC, 0.06894758
35, 55, 1.25, 0, CUBIC, 0.098704174
35, 55, 1.25, 0, CUBIC, 0.19426048
35, 55, 1.25, 0, CUBIC, 0.24646367
35, 55, 1.25, 0, CUBIC, 0.4451927
35, 55, 1.25, 0, CUBIC, 0.6082134
35, 55, 1.25, 0, CUBIC, 0.8839684
35, 55, 1.25, 0, CUBIC, 1.073598
35, 55, 1.25, 0, CUBIC, 1.3668706
35, 55, 1.25, 0, CUBIC, 1.6120048
35, 55, 1.25, 0, CUBIC, 1.51334
35, 55, 1.25, 0, CUBIC, 2.004767
35, 55, 1.25, 0, CUBIC, 2.113002
35, 55, 1.25, 0, CUBIC, 1.5782441
35, 55, 1.25, 0, CUBIC, 1.1526097
35, 55, 1.25, 0, CUBIC, 0.996154
35, 55, 1.25, 0, CUBIC, 0.70062995
35, 55, 1.25, 0, CUBIC, 0.5427929
35, 55, 1.25, 0, CUBIC, 0.3912324
35, 55, 1.25, 0, CUBIC, 0.23046613
35, 55, 1.25, 0, CUBIC, 0.113627866
35, 55, 1.25, 0, PARABOLIC, 0.19442816
35, 55, 1.25, 0, PARABOLIC, 0.2333453
35, 55, 1.25, 0, PARABOLIC, 0.30521545
35, 55, 1.25, 0, PARABOLIC, 0.3774367
35, 55, 1.25, 0, PARABOLIC, 0.42409742
35, 55, 1.25, 0, PARABOLIC, 0.61360437
35, 55, 1.25, 0, PARABOLIC, 0.57990557
35, 55, 1.25, 0, PARABOLIC, 0.7046433
35, 55, 1.25, 0, PARABOLIC, 0.89278823
35, 55, 1.25, 0, PARABOLIC, 1.318125
35, 55, 1.25, 0, PARABOLIC, 1.5416604
35, 55, 1.25, 0, PARABOLIC, 1.6656452
35, 55, 1.25, 0, PARABOLIC, 1.5033563
35, 55, 1.25, 0, PARABOLIC, 1.2890078
35, 55, 1.25, 0, PARABOLIC, 1.1612295
35, 55, 1.25, 0, PARABOLIC, 0.90520495
35, 55, 1.25, 0, PARABOLIC, 0.7660911
35, 55, 1.25, 0, PARABOLIC, 0.5951427
35, 55, 1.25, 0, PARABOLIC, 0.45597398
35, 55, 1.25, 0, PARABOLIC, 0.45617586
35, 55, 1.25, 0, PARABOLIC, 0.3693287
35, 55, 1.25, 0, PARABOLIC, 0.16338956
35, 55, 1.25, 0, PARABOLIC, 0.062605366
35, 55, 1.25, 0, PARABOLIC, 0.095205694
35, 55, 1.25, 0, PARABOLIC, 0.14874053
35, 55, 1.25, 0, PARABOLIC, 0.2568326
35, 55, 1.25, 0, PARABOLIC, 0.23554637
35, 55, 1.25, 0, PARABOLIC, 0.28685376
35, 55, 1.25, 0, PARABOLIC, 0.4859155
35, 55, 1.25, 0, PARABOLIC, 0.6024387
35, 55, 1.25, 0, PARABOLIC, 0.5897934
35, 55, 1.25, 0, PARABOLIC, 0.7493649
35, 55, 1.25, 0, PARABOLIC, 0.62805927
35, 55, 1.25, 0, PARABOLIC, 0.69228446
35, 55, 1.25, 0, PARABOLIC, 0.61529505
35, 55, 1.25, 0, PARABOLIC, 0.8631128
35, 55, 1.25, 0, PARABOLIC, 1.375152
35, 55, 1.25, 0, PARABOLIC, 1.5087934
35, 55, 1.25, 0, PARABOLIC, 1.3512924
35, 55, 1.25, 0, PARABOLIC, 1.1794237
35, 55, 1.25, 0, PARABOLIC, 0.8954761
35, 55, 1.25, 0, PARABOLIC, 0.6545643
35, 55, 1.25, 0, PARABOLIC, 0.37480944
35, 55, 1.25, 0, PARABOLIC, 0.32418516
35, 55, 1.25, 0, PARABOLIC, 0.271388
35, 55, 1.25, 0, PARABOLIC, 0.19459243
35, 55, 1.25, 0, PARABOLIC, 0.06340389
35, 55, 1.25, 0, PARABOLIC, 0.085730545
35, 55, 1.25, 0, PARABOLIC, 0.08296988
35, 55, 1.25, 0, PARABOLIC, 0.14616965
35, 55, 1.25, 0, PARABOLIC, 0.21479623
35, 55, 1.25, 0, PARABOLIC, 0.36964872
35, 55, 1.25, 0, PARABOLIC, 0.43205
35, 55, 1.25, 0, PARABOLIC, 0.6850519
35, 55, 1.25, 0, PARABOLIC, 0.8149159
35, 55, 1.25, 0, PARABOLIC, 0.986128
35, 55, 1.25, 0, PARABOLIC, 1.0344461
35, 55, 1.25, 0, PARABOLIC, 1.1308353
35, 55, 1.25, 0, PARABOLIC, 1.1767468
35, 55, 1.25, 0, PARABOLIC, 1.0239719
35, 55, 1.25, 0, PARABOLIC, 1.3649637
35, 55, 1.25, 0, PARABOLIC, 1.4351952
35, 55, 1.25, 0, PARABOLIC, 1.1130545
35, 55, 1.25, 0, PARABOLIC, 0.95917267
35, 55, 1.25, 0, PARABOLIC, 0.97823054
35, 55, 1.25, 0, PARABOLIC, 0.86425644
35, 55, 1.25, 0, PARABOLIC, 0.80085003
35, 55, 1.25, 0, PARABOLIC, 0.6546396
35, 55, 1.25, 0, PARABOLIC, 0.42278206
35, 55, 1.25, 0, PARABOLIC, 0.25029123
35, 55, 1.25, 0, BLAIS_RIOUX, 0.26377013
35, 55, 1.25, 0, BLAIS_RIOUX, 0.29128858
35, 55, 1.25, 0, BLAIS_RIOUX, 0.29821604
35, 55, 1.25, 0, BLAIS_RIOUX, 0.28949422
35, 55, 1.25, 0, BLAIS_RIOUX, 0.24559398
35, 55, 1.25, 0, BLAIS_RIOUX, 0.29698548
35, 55, 1.25, 0, BLAIS_RIOUX, 0.20684503
35, 55, 1.25, 0, BLAIS_RIOUX, 0.22018923
35, 55, 1.25, 0, BLAIS_RIOUX, 0.20664662
35, 55, 1.25, 0, BLAIS_RIOUX, 0.25067186
35, 55, 1.25, 0, BLAIS_RIOUX, 4.818738
35, 55, 1.25, 0, BLAIS_RIOUX, 5.9431252
35, 55, 1.25, 0, BLAIS_RIOUX, 3.5134256
35, 55, 1.25, 0, BLAIS_RIOUX, 0.0030410672
35, 55, 1.25, 0, BLAIS_RIOUX, 0.008406576
35, 55, 1.25, 0, BLAIS_RIOUX, 0.0069076535
35, 55, 1.25, 0, BLAIS_RIOUX, 0.012271143
35, 55, 1.25, 0, BLAIS_RIOUX, 0.018404484
35, 55, 1.25, 0, BLAIS_RIOUX, 0.006573044
35, 55, 1.25, 0, BLAIS_RIOUX, 0.01727178
35, 55, 1.25, 0, BLAIS_RIOUX, 0.007715852
35, 55, 1.25, 0, BLAIS_RIOUX, 0.017431542
35, 55, 1.25, 0, BLAIS_RIOUX, 0.016392091
35, 55, 1.25, 0, BLAIS_RIOUX, 2.3785093
35, 55, 1.25, 0, BLAIS_RIOUX, 2.4759293
35, 55, 1.25, 0, BLAIS_RIOUX, 0.41547397
35, 55, 1.25, 0, BLAIS_RIOUX, 0.31570467
35, 55, 1.25, 0, BLAIS_RIOUX, 0.26146224
35, 55, 1.25, 0, BLAIS_RIOUX, 0.3495518
35, 55, 1.25, 0, BLAIS_RIOUX, 0.32686272
35, 55, 1.25, 0, BLAIS_RIOUX, 0.25786304
35, 55, 1.25, 0, BLAIS_RIOUX, 0.28028312
35, 55, 1.25, 0, BLAIS_RIOUX, 0.19601762
35, 55, 1.25, 0, BLAIS_RIOUX, 0.20702603
35, 55, 1.25, 0, BLAIS_RIOUX, 0.13607225
35, 55, 1.25, 0, BLAIS_RIOUX, 0.16247226
35, 55, 1.25, 0, BLAIS_RIOUX, 4.785274
35, 55, 1.25, 0, BLAIS_RIOUX, 3.5729582
35, 55, 1.25, 0, BLAIS_RIOUX, 0.021435864
35, 55, 1.25, 0, BLAIS_RIOUX, 0.032873973
35, 55, 1.25, 0, BLAIS_RIOUX, 0.020736663
35, 55, 1.25, 0, BLAIS_RIOUX, 0.047752574
35, 55, 1.25, 0, BLAIS_RIOUX, 0.023559682
35, 55, 1.25, 0, BLAIS_RIOUX, 0.026070153
35, 55, 1.25, 0, BLAIS_RIOUX, 0.023801297
35, 55, 1.25, 0, BLAIS_RIOUX, 1.7609586
35, 55, 1.25, 0, BLAIS_RIOUX, 2.3800132
35, 55, 1.25, 0, BLAIS_RIOUX, 3.1553905
35, 55, 1.25, 0, BLAIS_RIOUX, 2.836742
35, 55, 1.25, 0, BLAIS_RIOUX, 0.2318302
35, 55, 1.25, 0, BLAIS_RIOUX, 0.26624042
35, 55, 1.25, 0, BLAIS_RIOUX, 0.38785848
35, 55, 1.25, 0, BLAIS_RIOUX, 0.32589963
35, 55, 1.25, 0, BLAIS_RIOUX, 0.41110438
35, 55, 1.25, 0, BLAIS_RIOUX, 0.40233937
35, 55, 1.25, 0, BLAIS_RIOUX, 0.36936674
35, 55, 1.25, 0, BLAIS_RIOUX, 0.31291127
35, 55, 1.25, 0, BLAIS_RIOUX, 0.28336874
35, 55, 1.25, 0, BLAIS_RIOUX, 0.24735318
35, 55, 1.25, 0, BLAIS_RIOUX, 0.17919557
35, 55, 1.25, 0, BLAIS_RIOUX, 5.513357
35, 55, 1.25, 0, BLAIS_RIOUX, 4.768848
35, 55, 1.25, 0, BLAIS_RIOUX, 4.7683716E-7
35, 55, 1.25, 0, BLAIS_RIOUX, 5.159732E-4
35, 55, 1.25, 0, BLAIS_RIOUX, 5.221418E-4
35, 55, 1.25, 0, BLAIS_RIOUX, 0.010541944
35, 55, 1.25, 0, BLAIS_RIOUX, 0.019540286
35, 55, 1.25, 0, BLAIS_RIOUX, 0.014972198
35, 55, 1.25, 0, BLAIS_RIOUX, 0.0035676027
35, 55, 1.25, 0, BLAIS_RIOUX, 0.001898641
35, 55, 1.25, 0, COM, 0.5333642
35, 55, 1.25, 0, COM, 0.6889783
35, 55, 1.25, 0, COM, 0.72096
35, 55, 1.25, 0, COM, 0.7106753
35, 55, 1.25, 0, COM, 0.5107491
35, 55, 1.25, 0, COM, 0.73664236
35, 55, 1.25, 0, COM, 0.4823245
35, 55, 1.25, 0, COM, 0.62685937
35, 55, 1.25, 0, COM, 0.5152588
35, 55, 1.25, 0, COM, 0.6192693
35, 55, 1.25, 0, COM, 0.49213955
35, 55, 1.25, 0, COM, 0.5131098
35, 55, 1.25, 0, COM, 0.69969547
35, 55, 1.25, 0, COM, 0.66500366
35, 55, 1.25, 0, COM, 0.7910592
35, 55, 1.25, 0, COM, 0.8329501
35, 55, 1.25, 0, COM, 0.873725
35, 55, 1.25, 0, COM, 1.0224541
35, 55, 1.25, 0, COM, 0.6393492
35, 55, 1.25, 0, COM, 0.99466485
35, 55, 1.25, 0, COM, 1.0289923
35, 55, 1.25, 0, COM, 0.7279185
35, 55, 1.25, 0, COM, 0.42895806
35, 55, 1.25, 0, COM, 0.5715878
35, 55, 1.25, 0, COM, 0.5024792
35, 55, 1.25, 0, COM, 0.8698834
35, 55, 1.25, 0, COM, 0.6128116
35, 55, 1.25, 0, COM, 0.5360303
35, 55, 1.25, 0, COM, 0.7361409
35, 55, 1.25, 0, COM, 0.6579746
35, 55, 1.25, 0, COM, 0.4904351
35, 55, 1.25, 0, COM, 0.5884915
35, 55, 1.25, 0, COM, 0.4036763
35, 55, 1.25, 0, COM, 0.5173712
35, 55, 1.25, 0, COM, 0.2887392
35, 55, 1.25, 0, COM, 0.36112443
35, 55, 1.25, 0, COM, 0.57109994
35, 55, 1.25, 0, COM, 0.7680336
35, 55, 1.25, 0, COM, 0.737654
35, 55, 1.25, 0, COM, 0.8426508
35, 55, 1.25, 0, COM, 0.8446244
35, 55, 1.25, 0, COM, 0.92828315
35, 55, 1.25, 0, COM, 0.61042553
35, 55, 1.25, 0, COM, 0.81944674
35, 55, 1.25, 0, COM, 1.0018964
35, 55, 1.25, 0, COM, 0.85530055
35, 55, 1.25, 0, COM, 0.5337032
35, 55, 1.25, 0, COM, 0.66547096
35, 55, 1.25, 0, COM, 0.59819216
35, 55, 1.25, 0, COM, 0.5923306
35, 55, 1.25, 0, COM, 0.55233043
35, 55, 1.25, 0, COM, 0.8249026
35, 55, 1.25, 0, COM, 0.57222897
35, 55, 1.25, 0, COM, 0.58551246
35, 55, 1.25, 0, COM, 0.71345854
35, 55, 1.25, 0, COM, 0.7386708
35, 55, 1.25, 0, COM, 0.4771007
35, 55, 1.25, 0, COM, 0.3677595
35, 55, 1.25, 0, COM, 0.5359623
35, 55, 1.25, 0, COM, 0.84377265
35, 55, 1.25, 0, COM, 0.58229405
35, 55, 1.25, 0, COM, 0.6851512
35, 55, 1.25, 0, COM, 0.6968102
35, 55, 1.25, 0, COM, 0.815314
35, 55, 1.25, 0, COM, 0.9188412
35, 55, 1.25, 0, COM, 1.2090786
35, 55, 1.25, 0, COM, 1.1260781
35, 55, 1.25, 0, COM, 1.36336
35, 55, 1.25, 0, COM, 1.0332471
35, 55, 1.25, 0, COM, 0.94882345
35, 55, 1.25, 0, MICROCHIP, 0.34378344
35, 55, 1.25, 0, MICROCHIP, 0.3963126
35, 55, 1.25, 0, MICROCHIP, 0.47227746
35, 55, 1.25, 0, MICROCHIP, 0.51944566
35, 55, 1.25, 0, MICROCHIP, 0.51587343
35, 55, 1.25, 0, MICROCHIP, 0.6683587
35, 55, 1.25, 0, MICROCHIP, 0.5530574
35, 55, 1.25, 0, MICROCHIP, 0.59389764
35, 55, 1.25, 0, MICROCHIP, 0.66140825
35, 55, 1.25, 0, MICROCHIP, 0.8367618
35, 55, 1.25, 0, MICROCHIP, 0.90104824
35, 55, 1.25, 0, MICROCHIP, 1.0106616
35, 55, 1.25, 0, MICROCHIP, 1.0323304
35, 55, 1.25, 0, MICROCHIP, 0.98179144
35, 55, 1.25, 0, MICROCHIP, 1.034884
35, 55, 1.25, 0, MICROCHIP, 0.88988423
35, 55, 1.25, 0, MICROCHIP, 0.8709146
35, 55, 1.25, 0, MICROCHIP, 0.7371009
35, 55, 1.25, 0, MICROCHIP, 0.6147558
35, 55, 1.25, 0, MICROCHIP, 0.6952196
35, 55, 1.25, 0, MICROCHIP, 0.6329127
35, 55, 1.25, 0, MICROCHIP, 0.30214235
35, 55, 1.25, 0, MICROCHIP, 0.12263812
