X,Y,Z,strip1,strip2,strip3,strip4,strip5,strip6,strip7
0,0.0,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0,0.0,0,0.4835,0.8749,0.4526,0.0000,0.0000,0.0000,0.0000
1,0.0,0,0.4174,0.8656,0.4567,0.0000,0.0000,0.0000,0.0000
2,0.0,0,0.3565,0.8614,0.4789,0.0000,0.0000,0.0000,0.0000
3,0.0,0,0.2727,0.8477,0.5150,0.0000,0.0000,0.0000,0.0000
4,0.0,0,0.2404,0.8391,0.5440,0.0000,0.0000,0.0000,0.0000
5,0.0,0,0.1694,0.8332,0.5576,0.0000,0.0000,0.0000,0.0000
6,0.0,0,0.1418,0.8286,0.5791,0.0000,0.0000,0.0000,0.0000
7,0.0,0,0.0583,0.8158,0.5885,0.0000,0.0000,0.0000,0.0000
8,0.0,0,0.0000,0.8194,0.5940,0.0000,0.0000,0.0000,0.0000
9,0.0,0,0.0000,0.8125,0.6072,0.0000,0.0000,0.0000,0.0000
10,0.0,0,0.0000,0.7919,0.5989,0.0000,0.0000,0.0000,0.0000
11,0.0,0,0.0000,0.7813,0.6212,0.0000,0.0000,0.0000,0.0000
12,0.0,0,0.0000,0.7676,0.6235,0.0000,0.0000,0.0000,0.0000
13,0.0,0,0.0000,0.7441,0.6311,0.0000,0.0000,0.0000,0.0000
14,0.0,0,0.0000,0.7145,0.6435,0.0000,0.0000,0.0000,0.0000
15,0.0,0,0.0000,0.6998,0.6546,0.0386,0.0000,0.0000,0.0000
16,0.0,0,0.0000,0.6631,0.6614,0.1027,0.0000,0.0000,0.0000
17,0.0,0,0.0000,0.6277,0.6860,0.1303,0.0000,0.0000,0.0000
18,0.0,0,0.0000,0.6056,0.7009,0.2077,0.0000,0.0000,0.0000
19,0.0,0,0.0000,0.5744,0.7196,0.2805,0.0000,0.0000,0.0000
20,0.0,0,0.0000,0.5519,0.7347,0.3486,0.0000,0.0000,0.0000
21,0.0,0,0.0000,0.5029,0.7513,0.3669,0.0000,0.0000,0.0000
22,0.0,0,0.0000,0.4787,0.7518,0.4248,0.0000,0.0000,0.0000
23,0.0,0,0.0000,0.4602,0.7611,0.4716,0.0000,0.0000,0.0000
24,0.0,0,0.0000,0.4220,0.7655,0.5298,0.0000,0.0000,0.0000
25,0.0,0,0.0000,0.3575,0.7621,0.5556,0.0000,0.0000,0.0000
26,0.0,0,0.0000,0.3077,0.7718,0.6046,0.0000,0.0000,0.0000
