sep=,
timestamp, deadSpace, offset, spikeWidth, ratio, X, Y, Z, area, sensor1, sensor2, sensor3, sensor4, sensor5, sensor6, sensor7
2017-07-26T22:50:09+02:00,100,100,55,100,0,0,-71.602,2.5,718, 297, 756, 885, 839, 862, 956
2017-07-26T22:50:11+02:00,100,100,55,100,0,1,-71.602,2.5,767, 302, 728, 896, 853, 871, 962
2017-07-26T22:50:13+02:00,100,100,55,100,0,2,-71.602,2.5,814, 298, 700, 897, 852, 862, 952
2017-07-26T22:50:14+02:00,100,100,55,100,0,3,-71.602,2.5,900, 300, 687, 890, 859, 868, 960
2017-07-26T22:50:16+02:00,100,100,55,100,0,4,-71.602,2.5,916, 302, 663, 890, 840, 875, 962
2017-07-26T22:50:18+02:00,100,100,55,100,0,5,-71.602,2.5,940, 297, 636, 886, 840, 870, 958
2017-07-26T22:50:19+02:00,100,100,55,100,0,6,-71.602,2.5,959, 323, 598, 885, 842, 867, 948
2017-07-26T22:50:21+02:00,100,100,55,100,0,7,-71.602,2.5,960, 327, 558, 879, 847, 856, 956
2017-07-26T22:50:22+02:00,100,100,55,100,0,8,-71.602,2.5,951, 347, 531, 890, 851, 869, 965
2017-07-26T22:50:24+02:00,100,100,55,100,0,9,-71.602,2.5,970, 381, 503, 891, 847, 867, 963
2017-07-26T22:50:25+02:00,100,100,55,100,0,10,-71.602,2.5,976, 393, 480, 885, 842, 863, 971
2017-07-26T22:50:27+02:00,100,100,55,100,0,11,-71.602,2.5,972, 421, 456, 893, 847, 864, 962
2017-07-26T22:50:29+02:00,100,100,55,100,0,12,-71.602,2.5,961, 459, 422, 891, 852, 855, 951
2017-07-26T22:50:30+02:00,100,100,55,100,0,13,-71.602,2.5,966, 455, 388, 882, 840, 868, 959
2017-07-26T22:50:32+02:00,100,100,55,100,0,14,-71.602,2.5,969, 460, 378, 880, 845, 859, 952
2017-07-26T22:50:34+02:00,100,100,55,100,0,15,-71.602,2.5,951, 480, 343, 886, 839, 859, 960
2017-07-26T22:50:35+02:00,100,100,55,100,0,16,-71.602,2.5,962, 479, 331, 896, 840, 865, 954
2017-07-26T22:50:37+02:00,100,100,55,100,0,17,-71.602,2.5,977, 483, 311, 896, 835, 861, 948
2017-07-26T22:50:38+02:00,100,100,55,100,0,18,-71.602,2.5,973, 497, 308, 886, 837, 860, 947
2017-07-26T22:50:40+02:00,100,100,55,100,0,19,-71.602,2.5,966, 484, 306, 894, 853, 863, 954
2017-07-26T22:50:41+02:00,100,100,55,100,0,20,-71.602,2.5,967, 510, 294, 892, 836, 861, 964
2017-07-26T22:50:43+02:00,100,100,55,100,0,21,-71.602,2.5,962, 514, 284, 866, 837, 862, 955
2017-07-26T22:50:45+02:00,100,100,55,100,0,22,-71.602,2.5,963, 577, 268, 811, 828, 852, 946
2017-07-26T22:50:46+02:00,100,100,55,100,0,23,-71.602,2.5,961, 627, 255, 789, 823, 876, 954
2017-07-26T22:50:48+02:00,100,100,55,100,0,24,-71.602,2.5,965, 679, 243, 736, 836, 853, 956
2017-07-26T22:50:49+02:00,100,100,55,100,0,25,-71.602,2.5,964, 731, 234, 673, 850, 875, 958
2017-07-26T22:50:51+02:00,100,100,55,100,0,26,-71.602,2.5,970, 754, 230, 588, 848, 847, 961
2017-07-26T22:50:53+02:00,100,100,55,100,0,27,-71.602,2.5,973, 787, 226, 522, 855, 872, 961
2017-07-26T22:50:54+02:00,100,100,55,100,0,28,-71.602,2.5,967, 821, 232, 509, 849, 880, 961
2017-07-26T22:50:56+02:00,100,100,55,100,0,29,-71.602,2.5,970, 849, 235, 450, 832, 863, 958
2017-07-26T22:50:57+02:00,100,100,55,100,0,30,-71.602,2.5,969, 877, 234, 402, 844, 886, 955
2017-07-26T22:50:59+02:00,100,100,55,100,0,31,-71.602,2.5,966, 858, 251, 351, 843, 878, 960
2017-07-26T22:51:01+02:00,100,100,55,100,0,32,-71.602,2.5,968, 895, 253, 328, 844, 855, 963
2017-07-26T22:51:02+02:00,100,100,55,100,0,33,-71.602,2.5,974, 929, 260, 310, 865, 866, 965
2017-07-26T22:51:04+02:00,100,100,55,100,0,34,-71.602,2.5,964, 920, 284, 271, 848, 863, 967
2017-07-26T22:51:05+02:00,100,100,55,100,0,35,-71.602,2.5,974, 946, 275, 269, 821, 862, 954
2017-07-26T22:51:07+02:00,100,100,55,100,0,36,-71.602,2.5,961, 943, 281, 247, 846, 863, 956
2017-07-26T22:51:09+02:00,100,100,55,100,0,37,-71.602,2.5,965, 952, 306, 240, 861, 864, 959
2017-07-26T22:51:10+02:00,100,100,55,100,0,38,-71.602,2.5,972, 944, 315, 228, 846, 868, 961
2017-07-26T22:51:12+02:00,100,100,55,100,0,39,-71.602,2.5,972, 931, 331, 228, 852, 863, 952
2017-07-26T22:51:13+02:00,100,100,55,100,0,40,-71.602,2.5,974, 948, 333, 217, 848, 859, 962
2017-07-26T22:51:15+02:00,100,100,55,100,0,41,-71.602,2.5,979, 962, 336, 212, 852, 861, 953
2017-07-26T22:51:17+02:00,100,100,55,100,0,42,-71.602,2.5,991, 938, 325, 203, 849, 871, 949
2017-07-26T22:51:18+02:00,100,100,55,100,0,43,-71.602,2.5,966, 950, 331, 194, 845, 866, 963
2017-07-26T22:51:20+02:00,100,100,55,100,0,44,-71.602,2.5,982, 946, 344, 194, 863, 863, 953
2017-07-26T22:51:21+02:00,100,100,55,100,0,45,-71.602,2.5,972, 943, 373, 186, 854, 868, 958
2017-07-26T22:51:23+02:00,100,100,55,100,0,46,-71.602,2.5,980, 943, 403, 183, 840, 883, 955
2017-07-26T22:51:24+02:00,100,100,55,100,0,47,-71.602,2.5,971, 937, 444, 174, 797, 877, 957
2017-07-26T22:51:26+02:00,100,100,55,100,0,48,-71.602,2.5,959, 940, 500, 181, 792, 881, 962
2017-07-26T22:51:28+02:00,100,100,55,100,0,49,-71.602,2.5,969, 945, 552, 185, 752, 872, 958
2017-07-26T22:51:29+02:00,100,100,55,100,0,50,-71.602,2.5,977, 945, 592, 177, 723, 883, 959
2017-07-26T22:51:31+02:00,100,100,55,100,0,51,-71.602,2.5,973, 969, 640, 185, 627, 876, 964
2017-07-26T22:51:32+02:00,100,100,55,100,0,52,-71.602,2.5,970, 948, 689, 187, 540, 884, 967
